,1. open,2. high,3. low,4. close,5. adjusted close,delta,count,avg_favorites_per_day,approve_estimate,disapprove_estimate
2017-06-01,222.14,223.45,221.86,223.4,213.7052,-3.797064914018185,5,84639.2,40.30403,54.02005
2017-06-02,223.48,224.32,223.17,224.1,214.3749,-4.074234830857344,10,24489.4,40.41716,54.00001999999999
2017-06-05,223.99,224.28,223.81,223.95,214.2314,-4.356712353230055,8,75294.5,40.30796,54.25923
2017-06-06,223.37,223.955,223.2,223.31,213.6192,-4.365313157541299,10,73626.8,40.25127,54.70671
2017-06-07,223.69,223.93,222.93,223.68,213.9731,-4.343913451651844,5,76083.4,39.47573,55.21827
2017-06-09,224.12,224.93,222.1,223.5,213.8009,-4.604274495805814,7,72402.85714285714,39.4872,55.18361
2017-06-12,223.21,223.48,222.51,223.41,213.7148,-4.253931275480494,8,53832.875,39.8111,54.497
2017-06-13,223.99,224.57,223.639,224.5,214.7575,-4.1218357962409105,10,68029.1,39.90106,54.4931
2017-06-14,224.82,224.84,223.38,224.26,214.5279,-4.577929009874569,4,93212.0,40.24654,53.96759
2017-06-15,222.86,223.93,222.51,223.81,214.0974,-3.9318854886475907,7,123768.28571428572,40.40865,53.82966999999999
2017-06-16,224.0,224.06,222.94,223.87,214.1548,-4.395178571428574,7,96515.0,41.08271,53.55498000000001
2017-06-19,224.73,225.765,224.62,225.7,215.9054,-3.926756552307215,13,35211.30769230769,41.07663,53.4833
2017-06-20,225.36,225.36,224.18,224.22,214.4897,-4.823526801561952,6,63616.0,41.74133,53.18612
2017-06-21,224.57,224.72,223.64,224.13,214.4036,-4.527051698802147,9,85946.88888888889,41.27916,53.78546
2017-06-22,224.17,224.659,223.875,224.0,214.2792,-4.412187179372791,13,76705.46153846152,41.33515,53.73629
2017-06-23,223.1225,223.65,222.72,223.37,214.6443,-3.799796076146518,7,49917.142857142855,42.15164,53.26928
2017-06-26,224.0,224.449,223.24,223.44,214.7116,-4.146607142857141,9,69321.44444444444,42.26113,53.22861999999999
2017-06-27,223.21,223.52,221.63,221.66,213.0011,-4.573675014560279,14,50997.0,41.78716,53.23951
2017-06-28,222.73,223.84,222.5,223.62,214.8846,-3.522381358595602,9,55336.22222222222,41.81993,52.67576999999999
2017-06-29,223.81,223.92,220.419,221.69,213.03,-4.816585496626604,13,72948.92307692308,41.86575,52.88573
2017-06-30,222.57,222.91,221.86,222.06,213.3855,-4.126566922765865,7,86615.14285714286,41.68539000000001,52.85609
2017-07-03,223.0884,223.53,222.47,222.55,213.8564,-4.1382698517717635,10,85966.2,41.5316,53.03595
2017-07-05,222.84,223.17,222.0,222.94,214.2311,-3.863265122958179,5,121809.2,41.05097,53.6532
2017-07-06,222.16,222.25,220.72,220.94,212.3093,-4.4340565358300275,4,107480.5,40.9981,53.72767
2017-07-07,221.52,222.52,221.38,222.34,213.6546,-3.5506500541711907,7,101637.42857142855,40.9719,53.88918
2017-07-10,222.2,222.99,222.04,222.57,213.8756,-3.7463546354635455,11,45769.81818181818,40.97753,53.88207
2017-07-11,222.42,222.76,221.219,222.4,213.7122,-3.9150256271917954,7,65324.42857142857,41.28938,53.67112
2017-07-12,223.4536,224.28,223.47,224.07,215.317,-3.641292867960054,14,78518.14285714286,41.33458,53.47686
2017-07-13,224.16,224.61,223.89,224.45,215.6822,-3.7820306923625995,4,66263.75,41.25047,53.57362
2017-07-14,224.52,225.8948,224.39,225.47,216.6623,-3.4997773026901937,11,61007.181818181816,41.46821,53.40541999999999
2017-07-17,225.45,225.86,225.34,225.5,216.6911,-3.8850742958527316,3,80182.0,40.74656,53.64394
2017-07-18,225.13,225.69,224.73,225.67,216.8545,-3.6758761604406316,5,83732.4,40.80437,53.83469
2017-07-19,225.98,226.86,225.96,226.86,217.998,-3.53217098858306,5,75174.6,40.23778,54.35539
2017-07-20,227.13,227.25,226.399,226.93,218.0653,-3.9909743318804156,3,89011.33333333331,40.24314,54.3571
2017-07-21,226.36,226.78,226.11,226.77,217.9115,-3.732329033398137,7,47187.857142857145,39.92391,54.90389
2017-07-24,226.67,226.833,226.22,226.69,217.8346,-3.8979132659813795,9,81579.33333333331,40.00105,54.82607
2017-07-25,227.51,227.593,227.02,227.23,218.3535,-4.02465825677992,19,64101.631578947374,40.00367,54.72099
2017-07-26,227.57,227.59,226.98,227.3,218.4208,-4.020389330755362,12,81748.25,40.10891,54.68523
2017-07-27,227.75,227.78,225.65,227.03,218.1614,-4.210142700329315,10,62191.1,39.90546,54.90348
2017-07-28,226.54,226.92,226.09,226.77,217.9115,-3.8088196345016345,9,72118.66666666669,38.97818,56.00404
2017-07-31,227.23,227.3,226.44,226.64,217.7866,-4.155877304933326,4,95118.75,38.83294,56.40698
2017-08-01,227.3,227.32,226.68,227.15,218.2767,-3.9697756269247715,3,109080.66666666669,38.21495,57.22556
2017-08-02,227.31,227.42,226.287,227.28,218.4016,-3.919053275262857,4,67186.5,37.31966,57.76991
2017-08-03,227.18,227.18,226.55,226.88,218.0172,-4.03327757725152,10,64212.8,37.2991,57.72597
2017-08-04,227.36,227.59,226.84,227.26,218.3824,-3.9486277269528602,16,38169.625,37.27709,57.64736
2017-08-07,227.33,227.66,227.2,227.63,218.7379,-3.7795715479699186,16,75990.875,37.74126,57.28339
2017-08-08,227.34,228.62,226.7128,227.18,218.3055,-3.9740036949063113,8,47548.625,38.25177,56.82254
2017-08-09,226.3622,227.15,226.0,227.05,218.1806,-3.61438438043101,11,46670.0,38.39414,56.41191
2017-08-10,226.24,226.345,223.85,223.93,215.1825,-4.887508840169733,9,43996.33333333334,38.53228,56.22918000000001
2017-08-11,224.13,224.82,223.87,224.23,215.4708,-3.8634720920894114,8,43956.875,39.34763,54.87801
2017-08-14,225.56,226.665,225.56,226.43,217.5848,-3.535733286043625,9,72359.33333333331,39.25485,54.94201999999999
2017-08-15,226.8105,226.87,226.1,226.45,217.604,-4.059115428959408,10,36029.9,39.32666,54.21491
2017-08-16,226.95,227.39,226.3754,226.81,217.95,-3.9656311962987445,15,53385.13333333333,39.79543,53.64213
2017-08-17,226.19,226.5,223.28,223.28,214.5579,-5.142623458154652,12,105714.41666666669,40.14403,53.8097
2017-08-18,223.09,224.269,222.45,222.87,214.1639,-4.001120623963419,8,71520.0,39.6217,54.81041
2017-08-21,222.85,223.3586,222.12,223.14,214.4234,-3.781287861790446,3,83150.66666666669,39.59126,54.82199
2017-08-22,223.72,225.6,223.69,225.4,216.595,-3.1847845521187197,8,55926.25,39.12299,55.47832
2017-08-23,224.46,225.06,224.26,224.63,215.8551,-3.8336006415397015,10,75904.1,38.47126,55.76075
2017-08-24,225.04,225.17,223.88,224.11,215.3554,-4.303501599715601,15,44016.93333333333,38.61401,55.61861999999999
2017-08-25,224.95,225.58,224.47,224.6,215.8263,-4.055879084240936,14,57722.57142857143,38.49583,56.11722
2017-08-28,225.16,225.21,224.19,224.68,215.9032,-4.111209806359921,4,0.0,38.49717,56.13604
2017-08-29,223.25,225.16,223.15,224.85,216.0665,-3.217693169092949,6,37335.333333333336,38.09775,56.34618
2017-08-30,224.86,226.24,224.69,225.97,217.1428,-3.4320021346615754,5,104579.0,38.63689,56.25348
2017-08-31,226.63,227.58,226.55,227.3,218.4208,-3.6222918413272653,5,44919.2,38.60115,56.26993
2017-09-01,227.76,228.108,227.51,227.69,218.7956,-3.9358974358974286,7,82687.85714285714,38.72445,56.20359000000001
2017-09-05,227.1,227.351,224.98,226.01,217.1812,-4.3675913694407775,6,72231.16666666669,39.3034,55.7341
2017-09-06,226.76,227.14,226.191,226.8,217.9404,-3.8893984829775885,8,64741.75,39.78395,55.35294
2017-09-07,227.13,227.1063,226.342,226.75,217.8923,-4.067142165279791,12,41709.083333333336,39.82632,55.34008000000001
2017-09-08,226.45,226.98,226.25,226.4,217.556,-3.927577831750929,8,74270.5,40.44044,54.6344
2017-09-11,227.85,229.01,227.84,228.87,219.9295,-3.476190476190478,2,107925.0,40.31529000000001,54.72517
2017-09-12,229.32,229.72,229.13,229.71,220.7367,-3.7429356357927697,5,71359.8,39.55527,55.24316999999999
2017-09-13,229.37,229.85,229.28,229.85,220.8712,-3.7052796791210785,3,87253.0,39.74465,54.93554
2017-09-14,229.47,229.94,229.31,229.77,220.7943,-3.7807556543339027,13,74512.30769230769,40.09134,54.549
2017-09-15,229.62,230.13,229.49,230.09,221.1018,-3.7096942775019626,14,81588.35714285714,40.4518,53.72971999999999
2017-09-18,230.46,230.8984,230.122,230.49,221.4862,-3.893864445023002,5,55434.6,40.48919,53.73187
2017-09-19,230.79,230.85,230.4423,230.77,221.7553,-3.9146843450756044,9,68400.77777777777,40.38954,53.92811
2017-09-20,229.68,229.78,228.63,229.72,221.877,-3.397335423197491,26,40250.807692307695,40.86275,52.65388000000001
2017-09-21,229.54,229.58,228.87,229.07,221.2492,-3.6119194911562214,9,51939.33333333334,40.87155,52.63753000000001
2017-09-22,228.75,229.26,228.72,229.04,221.2202,-3.2917158469945336,11,60795.72727272727,41.25188,52.82355
2017-09-25,228.82,229.2,227.86,228.7,220.8918,-3.464819508784199,9,121615.0,41.57793,53.08458
2017-09-26,229.09,229.32,228.53,228.78,220.9691,-3.544851368457814,21,50821.33333333334,41.01126,53.54343000000001
2017-09-27,229.53,230.063,228.6222,229.67,221.8287,-3.355247680041826,12,71512.0,40.31173,54.26196
2017-09-28,229.36,230.01,229.29,229.94,222.0895,-3.16990756888735,8,54423.5,40.31269,54.41755
2017-09-29,229.91,230.83,229.74,230.76,222.8815,-3.0570658083597966,12,48365.16666666666,40.34256,54.64625
2017-10-02,231.0,231.7121,230.91,231.73,223.8183,-3.108961038961042,2,193743.5,40.15312,54.81033000000001
2017-10-03,231.9,232.25,231.67,232.2,224.2723,-3.2892194911599844,4,96399.25,40.37353,54.85959
2017-10-04,232.12,232.78,231.977,232.52,224.5814,-3.2477166982595222,13,59244.38461538463,40.7621,54.79143000000001
2017-10-05,232.86,233.93,232.76,233.9,225.9143,-2.9827793524005908,10,60100.7,40.60885,54.87642
2017-10-06,233.46,233.7,233.18,233.68,225.7018,-3.323138867471951,3,30845.0,40.17117,55.22769
2017-10-09,233.92,233.93,232.9871,233.27,225.3058,-3.6825410396716753,3,95344.33333333331,40.09864,55.25847
2017-10-10,233.84,234.253,233.29,233.86,225.8756,-3.4059185768046576,11,70473.90909090909,40.01473,55.25956
2017-10-11,233.74,234.24,233.6,234.24,226.2427,-3.207538290408144,15,67076.73333333334,40.12806,54.69553000000001
2017-10-12,233.87,234.27,233.64,233.88,225.895,-3.410014110403213,12,50084.83333333334,40.22272,54.57459
2017-10-13,234.37,234.47,234.0275,234.14,226.1461,-3.508938857362297,13,62830.53846153847,39.6197,55.18693
2017-10-16,234.41,234.69,234.041,234.51,226.5034,-3.37297896847404,9,66710.11111111111,40.2318,54.40153000000001
2017-10-17,234.47,234.69,234.22,234.66,226.6483,-3.335906512560239,9,51594.444444444445,39.582,55.04752
2017-10-18,235.06,235.09,234.68,234.87,226.8511,-3.4922572960095293,17,66073.58823529411,39.87877,54.70084
2017-10-19,234.03,234.99,233.62,234.99,226.9671,-3.0179464171260153,7,69706.42857142858,39.58765,54.8556
2017-10-20,235.8,236.185,235.53,236.16,228.0971,-3.266709075487701,11,66910.72727272728,39.44123,55.12551
2017-10-23,236.49,236.49,235.152,235.3,227.2665,-3.9001649118355965,4,99868.0,39.28416,55.52995
2017-10-24,235.68,235.89,235.27,235.63,227.5852,-3.434657162253912,8,69875.875,38.9423,55.83633
2017-10-25,235.3,235.41,233.291,234.5,226.4938,-3.742541436464096,13,61350.23076923077,38.67745,56.31491
2017-10-26,235.1,235.41,234.67,234.72,226.7063,-3.5702679710761362,11,47956.63636363637,39.07314,56.0741
2017-10-27,235.63,236.88,235.3,236.72,228.638,-2.967364087764712,15,53204.2,38.7843,56.29276
2017-10-30,236.13,236.615,235.533,235.86,227.8074,-3.5245839156396874,4,93114.75,38.96075,56.08945
2017-10-31,236.2605,236.47,235.9,236.13,228.0681,-3.467528427308001,15,62013.46666666668,38.73505,56.16645
2017-11-01,237.03,237.39,236.13,236.54,228.4641,-3.613846348563473,15,69594.66666666669,39.45043,55.40435
2017-11-02,236.45,236.765,235.32,236.64,228.5607,-3.3365616409388843,14,68701.5,39.50467,55.37743
2017-11-03,236.83,237.44,236.34,237.43,229.3237,-3.1694886627538783,20,84368.75,38.97559,55.98031999999999
2017-11-06,237.24,237.89,237.21,237.79,229.6714,-3.1902714550666005,7,84898.57142857142,38.76372,56.23228
2017-11-07,237.8935,238.22,237.11,237.69,229.5749,-3.4967748173026907,11,45216.09090909091,38.78378,56.08299
2017-11-08,237.41,238.12,237.15,238.04,229.9129,-3.1578703508697985,12,67238.75,38.78871,56.07062
2017-11-09,236.73,237.337,235.48,237.18,229.0823,-3.2305580196848678,4,101630.25,38.82508,56.00803000000001
2017-11-10,236.72,237.18,236.4,237.04,228.9471,-3.2835839810746843,9,52516.66666666666,38.91225,55.91314000000001
2017-11-13,236.33,237.5435,236.31,237.32,229.2175,-3.009562899335679,4,66191.25,39.11507,55.69787
2017-11-14,236.44,236.85,235.6202,236.74,228.6573,-3.291617323633905,8,70169.5,38.96594,55.51689
2017-11-15,235.74,236.244,234.82,235.53,227.4886,-3.500212098074157,15,58214.93333333333,39.02678,55.44995
2017-11-16,236.52,237.928,236.5,237.54,229.43,-2.99763233553188,7,82911.28571428571,39.17174,55.44165
2017-11-17,237.17,237.39,236.79,236.9,228.8118,-3.524138803389966,7,77690.28571428571,39.28837,55.46194000000001
2017-11-20,237.12,237.47,236.86,237.21,229.1113,-3.3774881916329305,4,115730.75,39.11744,55.79084
2017-11-21,238.06,239.0,238.0,238.79,230.6373,-3.117995463328569,2,69886.0,39.89044000000001,55.191
2017-11-22,238.86,238.9558,238.44,238.62,230.4731,-3.5112199614837247,11,66215.0,40.0748,54.76105
2017-11-27,239.1806,239.53,238.83,239.05,230.8884,-3.4669199759512304,4,96257.75,40.05172,54.71221
2017-11-28,239.59,241.48,239.44,241.42,233.1775,-2.6764472640761277,15,38943.13333333333,39.71597,55.04973
2017-11-29,241.6,242.18,240.84,241.33,233.0906,-3.5221026490066225,20,52511.15,40.27305,54.68724
2017-11-30,242.3,244.4,242.23,243.35,235.0416,-2.995625257944706,15,71288.66666666669,40.03595,54.90004
2017-12-01,243.25,243.71,239.521,242.9,234.607,-3.5531346351490236,9,101057.77777777777,40.03389,54.96639
2017-12-04,244.7,245.07,242.59,242.64,234.3559,-4.227257866775642,4,90017.5,39.90506,55.0077
2017-12-05,242.91,243.58,241.63,241.78,233.5252,-3.863488534848291,2,59465.5,39.69933,54.95476
2017-12-06,241.45,242.2624,241.33,241.77,233.5156,-3.2861462000414092,5,87822.2,40.18172,54.5077
2017-12-07,241.69,242.91,241.55,242.57,234.2882,-3.062518101700529,9,47373.88888888888,39.37215,55.45115
2017-12-08,243.45,243.92,243.2,243.89,235.5632,-3.2395974532758243,8,80208.375,39.24728,55.49886
2017-12-11,243.94,244.71,243.9,244.68,236.3262,-3.121177338689841,1,138768.0,39.00207,55.85435
2017-12-12,244.94,245.58,244.69,245.1,236.7319,-3.3510655670776526,5,97307.8,39.10435,55.95634
2017-12-13,245.36,245.8,244.97,245.04,236.6739,-3.540145092924686,5,101475.6,38.08359,56.67448
2017-12-14,245.4,245.48,244.0,244.07,235.737,-3.9376528117359455,7,60667.0,38.49307,56.5584
2017-12-15,245.15,246.5654,245.065,246.12,237.717,-3.0320212115031584,4,68259.75,38.28982,56.81938
2017-12-18,247.52,248.01,247.45,247.65,239.1948,-3.36344537815127,13,64011.307692307695,38.38718,56.61966999999999
2017-12-19,247.92,247.95,246.63,246.75,238.3255,-3.869998386576308,5,95334.0,38.20256,57.26283000000001
2017-12-20,247.72,247.77,246.27,246.56,238.142,-3.8664621346681747,6,93730.5,38.77604,56.78464
2017-12-21,247.22,247.81,246.816,247.06,238.625,-3.4766604643637242,5,89655.4,38.74059000000001,56.77304
2017-12-22,247.09,247.1092,246.44,247.01,238.5766,-3.4454652151038045,11,91516.09090909091,38.84623,56.60856999999999
2017-12-26,245.66,245.71,245.26,245.54,238.2991,-2.996377106570051,3,120135.0,38.8737,56.64392
2017-12-26,245.66,245.71,245.26,245.54,238.2991,-2.996377106570051,3,120135.0,38.84623,56.60856999999999
2017-12-27,245.7235,246.02,245.38,245.68,238.435,-2.966138769796132,2,73559.0,39.06779,56.30027
2017-12-28,246.13,246.205,245.77,246.14,238.8814,-2.945029049689181,11,53927.81818181818,39.59424,55.86306
2017-12-29,246.76,246.77,245.0202,245.29,238.0565,-3.527111363267949,8,70379.375,39.47977,55.76954
